ID,NombreEmpleado,Departamento,Cargo,SalarioBase,HorasExtra,OtrosPagos,Beneficios,SalarioTotal,SalarioTotalConBeneficios,Año,Notas,Oficina,TipoContrato
6913,Valentina Maria Sanchez Ortega,People (RRHH),Business Partner,4049,643,188,477,4880,5357,2025,,Oficinas Administrativas,
6914,Sofia Paula Ortega Garcia,Logistica,Planificador de Demanda,2497,537,796,303,3830,4133,2025,,Oficina Regional,Full-Time
6915,Luis Alberto Ortega Mendoza,Sostenibilidad,Coordinador de Agro,3088,1111,620,226,4819,5045,2025,,Planta Industrial (Matriz),Full-Time
6916,Claudia Laura Rojas Herrera,Operaciones (Supply),Operador de Envasado,3680,418,802,346,4900,5246,2025,,Centros de Distribucion,Part-Time
6917,Ana Lucia Flores Diaz,Operaciones (Supply),Maestro Cervecero,2701,841,939,931,4481,5412,2025,,Planta Industrial,Full-Time
6918,Andrea Natalia Mendoza Rodriguez,Logistica,Gestor de Flota,1451,960,960,,3371,3371,2025,,Centros de Distribucion,Full-Time
6919,Andrea Natalia Perez Morales,Tecnologia (Tech),Analista de Datos,4173,,311,1399,4484,5883,2025,,Centros de Distribucion,Part-Time
6920,Laura Rosa Torres Vargas,Operaciones (Supply),Operador de Envasado,1855,832,552,1200,3239,4439,2025,,Planta Industrial,Part-Time
6921,Lucia Natalia Suarez Sanchez,Marketing,Brand Manager,3504,1229,547,1209,5280,6489,2025,,Oficina Regional,
6922,Ricardo Julio Garcia Perez,Operaciones (Supply),Maestro Cervecero,2265,,286,811,2551,3362,2025,,Planta Industrial (Matriz),Full-Time
6923,Rafael Ricardo Flores Martinez,Finanzas,Controller Financiero,3102,782,798,528,4682,5210,2025,,Planta Industrial (Matriz),Part-Time
6924,Eduardo Eduardo Sanchez Mendoza,Tecnologia (Tech),Analista de Datos,3886,779,58,1451,4723,6174,2025,,Planta Industrial,Full-Time
6925,Ana Veronica Herrera Perez,Operaciones (Supply),Operador de Envasado,1973,394,371,422,2738,3160,2025,,Planta Industrial (Matriz),Full-Time
6926,Diego Victor Castro Garcia,Marketing,Brand Manager,2055,1370,138,275,3563,3838,2025,,Planta Industrial (Matriz),Part-Time
6927,Julio Mario Sanchez Morales,People (RRHH),Reclutador (Trainee),4334,510,542,945,5386,6331,2025,,Planta Industrial,
6928,Sofia Ana Morales Martinez,Comercial / Ventas,Key Account Manager,2094,1131,315,929,3540,4469,2025,,Planta Industrial,Full-Time
6929,Natalia Maria Morales Suarez,Comercial / Ventas,Key Account Manager,4035,878,14,459,4927,5386,2025,,Oficina Regional,
6930,Ana Paula Suarez Gonzalez,Marketing,Trade Marketing,2999,138,914,1456,4051,5507,2025,,Oficina Regional,Full-Time
6931,Eduardo Luis Ramirez Sanchez,Marketing,Trade Marketing,931,1328,882,555,3141,3696,2025,,Centros de Distribucion,Part-Time
6932,Sofia Camila Castro Rodriguez,People (RRHH),Business Partner,1514,1051,695,1190,3260,4450,2025,,Oficina Regional,Part-Time
6933,Claudia Silvia Suarez Rojas,Operaciones (Supply),Analista de Calidad,3749,656,145,494,4550,5044,2025,,Planta Industrial,Part-Time
6934,Silvia Laura Torres Diaz,Marketing,Trade Marketing,2893,212,616,,3721,3721,2025,,Oficinas Administrativas,Full-Time
6935,Andrea Camila Ramirez Torres,Logistica,Planificador de Demanda,1269,1353,939,533,3561,4094,2025,,Planta Industrial (Matriz),Full-Time
6936,Ricardo Fernando Morales Vargas,Operaciones (Supply),Operador de Envasado,3648,153,992,562,4793,5355,2025,,Centros de Distribucion,Part-Time
6937,Luis Mario Sanchez Delgado,People (RRHH),Reclutador (Trainee),2847,681,744,899,4272,5171,2025,,Planta Industrial,Full-Time
6938,Claudia Elena Mendoza Gonzalez,Marketing,Trade Marketing,3142,530,57,1029,3729,4758,2025,,Centros de Distribucion,Full-Time
6939,Valentina Carmen Diaz Flores,Logistica,Gestor de Flota,2791,1237,580,1128,4608,5736,2025,,Oficinas Administrativas,Part-Time
6940,Miguel Jorge Suarez Vargas,People (RRHH),Reclutador (Trainee),2475,405,971,1409,3851,5260,2025,,Planta Industrial (Matriz),Full-Time
6941,Monica Valentina Gonzalez Vargas,Comercial / Ventas,Preventista (BEES),3815,1123,551,832,5489,6321,2025,,Oficinas Administrativas,Full-Time
6942,Paula Carmen Garcia Gonzalez,Operaciones (Supply),Operador de Envasado,2427,410,495,678,3332,4010,2025,,Oficinas Administrativas,Part-Time
6943,Maria Claudia Gonzalez Delgado,Logistica,Planificador de Demanda,3269,1253,422,1077,4944,6021,2025,,Oficinas Administrativas,Full-Time
6944,Luis Mario Sanchez Morales,People (RRHH),Reclutador (Trainee),4451,1297,437,232,6185,6417,2025,,Oficina Regional,Part-Time
6945,Rosa Veronica Rodriguez Martinez,Comercial / Ventas,Preventista (BEES),3959,362,464,1115,4785,5900,2025,,Centros de Distribucion,Part-Time
6946,Diego Sergio Rodriguez Torres,People (RRHH),Business Partner,2484,1097,477,1078,4058,5136,2025,,Planta Industrial,Part-Time
6947,Rafael Eduardo Morales Gonzalez,Finanzas,Controller Financiero,3945,213,933,281,5091,5372,2025,,Planta Industrial,Full-Time
6948,Gabriela Valentina Herrera Ortega,Logistica,Planificador de Demanda,4926,829,676,1437,6431,7868,2025,,Oficina Regional,Part-Time
6949,Claudia Lucia Delgado Rojas,People (RRHH),Business Partner,4158,516,600,334,5274,5608,2025,,Planta Industrial,Part-Time
6950,Silvia Claudia Martinez Torres,People (RRHH),Business Partner,880,753,843,964,2476,3440,2025,,Oficina Regional,Part-Time
6951,Ricardo Diego Rojas Flores,Operaciones (Supply),Operador de Envasado,1253,1236,331,1281,2820,4101,2025,,Planta Industrial,Full-Time
6952,Julio Hugo Suarez Morales,Logistica,Planificador de Demanda,2405,1261,164,382,3830,4212,2025,,Planta Industrial (Matriz),Full-Time
6953,Gabriela Patricia Rojas Gonzalez,Operaciones (Supply),Maestro Cervecero,3998,1186,686,719,5870,6589,2025,,Oficina Regional,Part-Time
6954,Alberto Julio Delgado Ortega,Tecnologia (Tech),Analista de Datos,2388,747,305,977,3440,4417,2025,,Planta Industrial (Matriz),Full-Time
6955,Natalia Natalia Torres Flores,Tecnologia (Tech),Analista de Datos,3767,229,828,430,4824,5254,2025,,Oficinas Administrativas,Part-Time
6956,Jorge Mario Sanchez Rojas,Operaciones (Supply),Maestro Cervecero,3049,1438,402,387,4889,5276,2025,,Planta Industrial,Full-Time
6957,Laura Lucia Torres Suarez,Operaciones (Supply),Analista de Calidad,3069,573,41,450,3683,4133,2025,,Centros de Distribucion,Full-Time
6958,Jorge Ricardo Mendoza Martinez,Finanzas,Controller Financiero,2273,1094,292,1330,3659,4989,2025,,Oficina Regional,Part-Time
6959,Monica Daniela Lopez Rodriguez,Operaciones (Supply),Operador de Envasado,1277,493,950,245,2720,2965,2025,,Oficina Regional,Part-Time
6960,Natalia Silvia Ortega Rodriguez,Operaciones (Supply),Maestro Cervecero,2938,1420,176,1461,4534,5995,2025,,Centros de Distribucion,Full-Time
6961,Claudia Silvia Mendoza Ortega,Marketing,Trade Marketing,2776,1382,610,394,4768,5162,2025,,Planta Industrial (Matriz),Full-Time
6962,Rafael Jorge Herrera Lopez,Comercial / Ventas,Key Account Manager,3098,817,594,961,4509,5470,2025,,Planta Industrial (Matriz),
6963,Juan Eduardo Torres Ramirez,Operaciones (Supply),Operador de Envasado,2964,350,581,351,3895,4246,2025,,Planta Industrial (Matriz),Full-Time
6964,Monica Gabriela Martinez Perez,Marketing,Trade Marketing,3902,766,594,587,5262,5849,2025,,Centros de Distribucion,Part-Time
6965,Luis Mario Martinez Delgado,Comercial / Ventas,Key Account Manager,1918,285,469,,2672,2672,2025,,Planta Industrial,Full-Time
6966,Claudia Andrea Herrera Mendoza,Operaciones (Supply),Analista de Calidad,1565,1393,924,1439,3882,5321,2025,,Oficinas Administrativas,Full-Time
6967,Pedro Pedro Delgado Diaz,Operaciones (Supply),Operador de Envasado,3828,686,575,361,5089,5450,2025,,Oficinas Administrativas,Full-Time
6968,Andrea Carmen Garcia Martinez,Comercial / Ventas,Key Account Manager,3270,495,34,613,3799,4412,2025,,Oficinas Administrativas,Full-Time
6969,Rafael Miguel Ramirez Sanchez,Marketing,Brand Manager,2769,943,525,1248,4237,5485,2025,,Oficina Regional,Full-Time
6970,Laura Valentina Rodriguez Torres,Logistica,Planificador de Demanda,1444,902,599,281,2945,3226,2025,,Planta Industrial,Full-Time
6971,Andres Andres Diaz Rojas,Comercial / Ventas,Key Account Manager,4453,871,174,458,5498,5956,2025,,Oficina Regional,
6972,Daniela Maria Delgado Vargas,Sostenibilidad,Coordinador de Agro,3945,160,516,753,4621,5374,2025,,Planta Industrial (Matriz),Full-Time
6973,Gabriela Valentina Suarez Martinez,People (RRHH),Reclutador (Trainee),2450,1174,388,895,4012,4907,2025,,Oficina Regional,Part-Time
6974,Rosa Elena Garcia Vargas,Operaciones (Supply),Operador de Envasado,2626,1041,781,288,4448,4736,2025,,Planta Industrial (Matriz),Part-Time
6975,Carlos Hugo Flores Sanchez,Marketing,Trade Marketing,1678,573,610,942,2861,3803,2025,,Planta Industrial (Matriz),Full-Time
6976,Gabriela Ana Gonzalez Ramirez,Finanzas,Controller Financiero,4821,1342,935,679,7098,7777,2025,,Oficina Regional,
6977,Natalia Monica Ramirez Ortega,People (RRHH),Reclutador (Trainee),3139,530,876,802,4545,5347,2025,,Centros de Distribucion,
6978,Silvia Carmen Castro Garcia,Finanzas,Controller Financiero,4165,1053,817,1149,6035,7184,2025,,Planta Industrial (Matriz),Part-Time
6979,Ricardo Pedro Garcia Lopez,Operaciones (Supply),Analista de Calidad,2828,1000,364,1279,4192,5471,2025,,Oficinas Administrativas,Part-Time
6980,Diego Miguel Ortega Martinez,Comercial / Ventas,Preventista (BEES),2491,252,711,441,3454,3895,2025,,Centros de Distribucion,
6981,Veronica Ana Herrera Diaz,Logistica,Planificador de Demanda,4105,539,928,1263,5572,6835,2025,,Planta Industrial (Matriz),Part-Time
6982,Ricardo Andres Rojas Torres,Operaciones (Supply),Operador de Envasado,4816,,528,1065,5344,6409,2025,,Oficinas Administrativas,Full-Time
6983,Andres Sergio Ramirez Flores,Operaciones (Supply),Analista de Calidad,3118,1200,196,704,4514,5218,2025,,Planta Industrial (Matriz),Full-Time
6984,Elena Lucia Torres Perez,Operaciones (Supply),Analista de Calidad,3167,515,780,1350,4462,5812,2025,,Centros de Distribucion,Part-Time
6985,Carmen Sofia Delgado Suarez,People (RRHH),Business Partner,4760,952,236,1287,5948,7235,2025,,Oficinas Administrativas,Full-Time
6986,Rosa Laura Diaz Delgado,Operaciones (Supply),Analista de Calidad,2727,320,61,488,3108,3596,2025,,Planta Industrial (Matriz),Part-Time
6987,Lucia Veronica Herrera Rodriguez,People (RRHH),Reclutador (Trainee),1601,543,648,981,2792,3773,2025,,Oficinas Administrativas,Full-Time
6988,Andres Juan Perez Delgado,Logistica,Planificador de Demanda,3563,823,68,884,4454,5338,2025,,Planta Industrial (Matriz),Part-Time
6989,Luis Andres Mendoza Rojas,Operaciones (Supply),Maestro Cervecero,1923,837,463,248,3223,3471,2025,,Centros de Distribucion,Full-Time
6990,Camila Monica Ramirez Herrera,Marketing,Brand Manager,2677,483,84,,3244,3244,2025,,Oficina Regional,Full-Time
6991,Silvia Veronica Vargas Martinez,Operaciones (Supply),Maestro Cervecero,3968,,836,1289,4804,6093,2025,,Centros de Distribucion,Full-Time
6992,Pedro Fernando Ortega Ortega,Marketing,Trade Marketing,4063,1207,627,1062,5897,6959,2025,,Oficina Regional,Part-Time
6993,Pedro Jose Suarez Herrera,Operaciones (Supply),Operador de Envasado,1434,229,897,429,2560,2989,2025,,Oficina Regional,Part-Time
6994,Ana Patricia Delgado Flores,Logistica,Planificador de Demanda,2431,836,784,794,4051,4845,2025,,Oficinas Administrativas,
6995,Andres Luis Herrera Martinez,People (RRHH),Reclutador (Trainee),1089,103,604,937,1796,2733,2025,,Oficina Regional,Part-Time
6996,Jose Luis Rodriguez Flores,Logistica,Planificador de Demanda,2825,1262,357,1423,4444,5867,2025,,Planta Industrial,Part-Time
6997,Luis Fernando Martinez Castro,Marketing,Trade Marketing,1774,1312,277,1173,3363,4536,2025,,Oficina Regional,Part-Time
6998,Diego Juan Ramirez Herrera,People (RRHH),Reclutador (Trainee),1076,983,144,269,2203,2472,2025,,Planta Industrial (Matriz),Part-Time
6999,Valentina Rosa Mendoza Flores,Sostenibilidad,Coordinador de Agro,4588,732,325,929,5645,6574,2025,,Centros de Distribucion,Full-Time
7000,Ana Daniela Rodriguez Suarez,Logistica,Planificador de Demanda,908,762,409,870,2079,2949,2025,,Planta Industrial (Matriz),Part-Time
7001,Sergio Juan Sanchez Ramirez,Operaciones (Supply),Maestro Cervecero,1858,1296,305,,3459,3459,2025,,Centros de Distribucion,Part-Time
7002,Natalia Paula Garcia Vargas,Finanzas,Controller Financiero,981,734,635,1153,2350,3503,2025,,Oficinas Administrativas,Full-Time
7003,Silvia Daniela Ramirez Castro,People (RRHH),Business Partner,1473,1213,426,576,3112,3688,2025,,Oficinas Administrativas,Full-Time
7004,Valentina Andrea Rojas Rodriguez,Operaciones (Supply),Maestro Cervecero,2704,968,109,240,3781,4021,2025,,Oficinas Administrativas,Part-Time
7005,Laura Veronica Ortega Mendoza,Operaciones (Supply),Operador de Envasado,4477,286,694,968,5457,6425,2025,,Oficinas Administrativas,Part-Time
7006,Andres Hugo Ortega Sanchez,Logistica,Planificador de Demanda,2045,716,721,1135,3482,4617,2025,,Oficina Regional,Part-Time
7007,Valentina Rosa Suarez Sanchez,Marketing,Brand Manager,3490,994,244,407,4728,5135,2025,,Planta Industrial (Matriz),
7008,Jorge Jorge Torres Gonzalez,Operaciones (Supply),Operador de Envasado,4184,955,504,265,5643,5908,2025,,Oficina Regional,Full-Time
7009,Laura Daniela Rodriguez Lopez,Tecnologia (Tech),Analista de Datos,4956,373,325,1131,5654,6785,2025,,Centros de Distribucion,Part-Time
7010,Rafael Jorge Sanchez Garcia,Finanzas,Controller Financiero,4224,442,555,996,5221,6217,2025,,Planta Industrial,
7011,Luis Fernando Suarez Lopez,Logistica,Gestor de Flota,2768,1304,804,446,4876,5322,2025,,Planta Industrial,Part-Time
7012,Veronica Ana Sanchez Rojas,Operaciones (Supply),Analista de Calidad,1155,503,799,563,2457,3020,2025,,Oficinas Administrativas,Part-Time
7013,Pedro Raul Perez Mendoza,Logistica,Planificador de Demanda,3196,591,936,794,4723,5517,2025,,Planta Industrial (Matriz),Full-Time
7014,Jorge Jose Ortega Diaz,People (RRHH),Reclutador (Trainee),2280,332,11,746,2623,3369,2025,,Oficina Regional,Full-Time
7015,Andres Diego Ortega Martinez,Operaciones (Supply),Analista de Calidad,1130,1118,877,,3125,3125,2025,,Centros de Distribucion,Full-Time
7016,Pedro Miguel Ramirez Morales,Logistica,Gestor de Flota,4395,897,782,1209,6074,7283,2025,,Planta Industrial,Part-Time
7017,Jose Fernando Ramirez Delgado,Logistica,Planificador de Demanda,4753,873,784,1374,6410,7784,2025,,Oficinas Administrativas,Part-Time
7018,Camila Paula Ramirez Perez,People (RRHH),Reclutador (Trainee),1599,1404,316,920,3319,4239,2025,,Centros de Distribucion,Part-Time
7019,Rafael Hugo Torres Diaz,Logistica,Gestor de Flota,2864,602,644,1066,4110,5176,2025,,Planta Industrial (Matriz),Full-Time
7020,Jorge Jose Suarez Perez,Tecnologia (Tech),Analista de Datos,3075,205,792,739,4072,4811,2025,,Planta Industrial,Part-Time
7021,Raul Ricardo Rojas Martinez,Operaciones (Supply),Analista de Calidad,2626,1221,986,268,4833,5101,2025,,Oficina Regional,Full-Time
7022,Carmen Laura Diaz Sanchez,People (RRHH),Reclutador (Trainee),827,175,527,1063,1529,2592,2025,,Centros de Distribucion,Full-Time
7023,Elena Claudia Torres Ramirez,Marketing,Brand Manager,3382,746,493,,4621,4621,2025,,Planta Industrial,
7024,Maria Valentina Perez Morales,Comercial / Ventas,Key Account Manager,3140,660,786,1302,4586,5888,2025,,Oficina Regional,Part-Time
7025,Luis Carlos Perez Rodriguez,Marketing,Trade Marketing,1309,1172,959,1118,3440,4558,2025,,Oficina Regional,Part-Time
7026,Laura Paula Ortega Castro,Comercial / Ventas,Key Account Manager,1651,862,64,938,2577,3515,2025,,Oficinas Administrativas,Full-Time
7027,Andrea Laura Perez Torres,Operaciones (Supply),Operador de Envasado,4852,1356,566,1215,6774,7989,2025,,Oficinas Administrativas,Part-Time
7028,Jose Luis Ortega Castro,Logistica,Planificador de Demanda,1452,,998,422,2450,2872,2025,,Planta Industrial,Full-Time
7029,Luis Juan Rojas Rodriguez,Comercial / Ventas,Key Account Manager,4100,453,411,435,4964,5399,2025,,Planta Industrial,Part-Time
7030,Claudia Veronica Suarez Gonzalez,Operaciones (Supply),Operador de Envasado,4433,1306,932,436,6671,7107,2025,,Oficina Regional,Part-Time
7031,Elena Paula Lopez Ramirez,Marketing,Trade Marketing,1936,389,234,842,2559,3401,2025,,Oficinas Administrativas,Part-Time
7032,Hugo Luis Sanchez Ramirez,People (RRHH),Business Partner,2467,1097,835,841,4399,5240,2025,,Oficina Regional,
7033,Juan Jorge Rojas Suarez,Operaciones (Supply),Operador de Envasado,4595,822,217,717,5634,6351,2025,,Oficinas Administrativas,Part-Time
7034,Andrea Lucia Vargas Flores,Operaciones (Supply),Analista de Calidad,3006,361,621,,3988,3988,2025,,Planta Industrial (Matriz),Part-Time
7035,Juan Mario Martinez Perez,People (RRHH),Business Partner,988,755,801,947,2544,3491,2025,,Planta Industrial,Full-Time
7036,Alberto Jorge Flores Mendoza,People (RRHH),Business Partner,3531,749,879,711,5159,5870,2025,,Planta Industrial (Matriz),Full-Time
7037,Victor Eduardo Flores Sanchez,Operaciones (Supply),Maestro Cervecero,4619,1465,851,1342,6935,8277,2025,,Planta Industrial,Part-Time
7038,Valentina Monica Perez Herrera,Logistica,Planificador de Demanda,863,1497,371,409,2731,3140,2025,,Planta Industrial,Full-Time
7039,Claudia Veronica Delgado Perez,Tecnologia (Tech),Analista de Datos,1226,845,171,662,2242,2904,2025,,Centros de Distribucion,Part-Time
7040,Andrea Gabriela Sanchez Delgado,Sostenibilidad,Coordinador de Agro,3199,929,327,262,4455,4717,2025,,Centros de Distribucion,Full-Time
7041,Claudia Patricia Garcia Gonzalez,Comercial / Ventas,Key Account Manager,2997,339,696,367,4032,4399,2025,,Planta Industrial,Part-Time
7042,Rafael Eduardo Vargas Martinez,Marketing,Brand Manager,4212,468,517,1041,5197,6238,2025,,Oficinas Administrativas,Part-Time
7043,Paula Veronica Suarez Martinez,Marketing,Brand Manager,1497,372,486,642,2355,2997,2025,,Centros de Distribucion,Part-Time
7044,Luis Mario Rodriguez Rojas,Sostenibilidad,Coordinador de Agro,4012,125,876,1454,5013,6467,2025,,Planta Industrial (Matriz),Part-Time
7045,Ana Carmen Vargas Mendoza,Marketing,Brand Manager,1355,312,613,738,2280,3018,2025,,Oficinas Administrativas,Part-Time
7046,Elena Camila Sanchez Ortega,Finanzas,Controller Financiero,3778,586,212,311,4576,4887,2025,,Oficina Regional,Part-Time
7047,Alberto Fernando Vargas Rojas,Marketing,Trade Marketing,814,1207,615,558,2636,3194,2025,,Planta Industrial,Full-Time
7048,Luis Diego Ramirez Rojas,Comercial / Ventas,Preventista (BEES),2054,333,604,990,2991,3981,2025,,Planta Industrial (Matriz),Full-Time
7049,Claudia Daniela Herrera Perez,Operaciones (Supply),Analista de Calidad,3531,664,430,1101,4625,5726,2025,,Oficina Regional,Full-Time
7050,Hugo Victor Torres Gonzalez,Operaciones (Supply),Operador de Envasado,3967,885,650,922,5502,6424,2025,,Planta Industrial,Part-Time
7051,Laura Elena Torres Diaz,Marketing,Brand Manager,1845,440,643,1490,2928,4418,2025,,Planta Industrial (Matriz),Full-Time
7052,Silvia Veronica Martinez Castro,Finanzas,Controller Financiero,1749,676,331,1044,2756,3800,2025,,Planta Industrial,Part-Time
7053,Sofia Andrea Martinez Gonzalez,Marketing,Trade Marketing,1562,833,189,1107,2584,3691,2025,,Planta Industrial (Matriz),Part-Time
7054,Ricardo Julio Perez Rodriguez,Marketing,Brand Manager,2111,367,405,974,2883,3857,2025,,Planta Industrial,Part-Time
7055,Veronica Carmen Lopez Castro,Operaciones (Supply),Analista de Calidad,4818,536,337,316,5691,6007,2025,,Centros de Distribucion,Full-Time
7056,Miguel Victor Martinez Rodriguez,Marketing,Trade Marketing,1405,464,899,1187,2768,3955,2025,,Centros de Distribucion,Part-Time
7057,Alberto Carlos Flores Gonzalez,Marketing,Trade Marketing,4662,515,462,743,5639,6382,2025,,Planta Industrial,Part-Time
7058,Rafael Ricardo Ortega Ortega,Marketing,Brand Manager,3583,561,824,915,4968,5883,2025,,Centros de Distribucion,Full-Time
